word_cn,word_en,semantic_hint
扳手,Wrench,workshop tool transient

# --- 补充: Vehicles/Action ---
驶过,Drive,By vehicle action transient

# --- 补充: Vehicles/Maneuver ---
换挡,Gear,Change vehicle maneuver transient
急加速起步,Peel,Out vehicle maneuver transient

# --- 补充: Vehicles/Part_Detail ---
转向灯,Blinker,vehicle mechanical transient
引擎盖(英式),Bonnet,vehicle mechanical transient
后备箱(英式),Boot,vehicle mechanical transient
仪表盘,Dashboard,vehicle mechanical transient
排气,Exhaust,vehicle mechanical transient
车库,Garage,vehicle mechanical transient
把手,Handle,vehicle mechanical transient
轮毂盖,Hubcap,vehicle mechanical transient
点火装置,Ignition,vehicle mechanical transient
消声器,Muffler,vehicle mechanical transient
踏板,Pedal,vehicle mechanical transient
车载收音机,Radio,vehicle mechanical transient
座椅,Seat,vehicle mechanical transient
悬挂,Suspension,vehicle mechanical transient
变速箱,Transmission,vehicle mechanical transient
车轮,Wheel,vehicle mechanical transient
挡风玻璃,Windshield,vehicle mechanical transient

# --- 补充: Vehicles/Type ---
单车,Bike,vehicle engine transient
直升机(俗称),Chopper,vehicle engine transient
消防车,Fire,Truck vehicle engine transient
卡车(英式),Lorry,vehicle engine transient
飞机,Plane,vehicle engine transient
警车,Police,Car vehicle engine transient
赛车,Race,Car vehicle engine transient
航天飞机,Space,Shuttle vehicle engine transient
有轨电车,Tram,vehicle engine transient
货车,Van,vehicle engine transient

# --- 补充: Weapons/Archery ---
尾羽摩擦,Fletching,weapon archery transient
靶子,Target,weapon archery transient

# --- 补充: Weapons/Explosive ---
定时器,Timer,weapon explosive transient

# --- 补充: Weapons/Firearm ---
突击步枪,Assault,Rifle weapon firearm transient
栓动,Bolt,Action weapon firearm transient
空枪,Dry,Fire weapon firearm transient
机枪,Machine,Gun weapon firearm transient
泵动,Pump,Action weapon firearm transient
半自动,Semi,Auto weapon firearm transient
